1.1_dem_number,1.2_res_number,1.3_op_para,1.4_date_adopt,1.5_substance,1.6.1_new_res_strict,1.6.2_new_res,1.6.3_new_dem,1.7.1_participant,1.7.2_party,1.8.1_ind_var_coder,1.8.2_dep_var_coder_1,1.8.2_dep_var_coder_2,2.1.1_civil_war,2.1.2_agenda_item  ,2.2_year_adopt,2.3_type_situation,2.4_region,2.5.1_start_date,2.5.2_end_date,2.5.3_duration,2.5.4_continuation,2.5.5_post,2.6_intensity,2.7_number_war_parties,2.8_foreign,2.9_battle_deaths,2.10.1_pol_instab_one_yr, 2.10.2_pol_instab_three_yr ,2.10.3_political_shock,2.10.4_MAGFAIL,2.10.5_MAGFAIL_lag,2.10.6_MAGFIGHT,2.10.7_MAGFIGHT_lag,2.10.8_MAGAREA,2.10.9_MAGAREA_lag,2.11.1_non-renew_nat_res,2.11.2_lootable_nat_res,2.12.1_proximate_civil_war,2.12.2_proximate_civil_war_number,2.13.1_depth_of_demand_final,2.13.2_depth_of_demand_coder_1,2.13.3_depth_of_demand_coder_2,3.1.1_sanctions_committee,3.1.2_ajudicative_com,3.1.3_investigative_trib,3.1.4_crim_trib,3.1.5_other_commission,3.1.6_sub_org_old_new,3.2_SC_mission,3.3.1_trad_peac_op,3.3.2_multidimensional_peace_op,3.3.3_civ_peace_building,3.3.4_transitional_admin,3.3.5_civ_pol,3.3.6_civ_obvs,3.3.7_commission,3.3.8_consular_commission,3.3.9_SRSG,3.3.10_UN_mediation,3.3.11_panel_of_experts,3.3.12_ICC,3.3._UN_field_old_new,3.4.1_peace_op,3.4.2_peace_op_old_new,3.4.3_UN_armed,3.4.4_UN_unarmed,3.4.5_auth_non-UN,3.4.6_unauth_non-UN,3.5.1_SC_seizure,3.5.2_SC_seizure_relationship,3.5.3_SC_seizure_date,3.5.4_SC_seizure_period,3.6.1_P5_consensus_two_year,3.6.2_P5_consensus_four_year,3.7_prior_res_situation,3.8.1_prior_res_demand_full,3.8.1_prior_res_demand_partial,3.9_prior_consent,3.10_SG_report,4.1.1_res_intro,4.1.2_res_intro_relationship,4.2.1_abstentions_CHI,4.2.2_absentions_F,4.2.3_absentions_RUS,4.2.4_absentions_UK,4.2.5_absentions_US,4.2.6_E10_negative,4.2.7_absent_vote,4.2.8_yes_vote,4.2.9_absention_vote,4.2.10_no_vote,5.1_mandatory_horatory,5.2.1_military_conduct,5.2.2_police,5.2.3_humanitarian,5.2.4_POC,5.2.5_freedom_of_movement,5.2.6_implement_peace_agree,5.2.7_internal_politics,5.2.8_dialogue,5.2.9_elections,5.2.10_economic,5.2.11_media,5.2.12_transitional_justice,5.2.13_engage_in_dialogue,5.2.14_provide_assistance,5.2.15_respect_sanctions,5.2.16_monitor,5.2.17_provide_UN_security,5.2.18_cooperate_UN,5.2.19_report_UNSC,5.2.20_report_SG,5.3.1_military,5.3.2_humanitarian,5.3.3_governence,5.3.4_external,5.3.5_cooperation_with_UN,5.4_functional_req,5.5_int_peace_and_security,5.6.1_op_chp_VI,5.6.2_op_chp_VII,5.6.3_op_chp_VIII,5.6.4_pream_chp_VII,5.6.5_pream_chp_VIII,5.6.6_charter_article,5.6.7_other treaties,5.7.1_incentives conditioned upon compliance  (3.7),5.7.2_threat of loss of benefits  (3.8),5.7.3_threat_force,5.8.1_none,5.8.2_imposed,5.8.3_previous,5.8.4_threat,5.8.5_threat_other,5.9.1_general_trade,5.9.2_arms,5.9.3_oil,5.9.4_natural_resource,5.9.5_financial,5.9.6_travel,5.9.7_targeted,5.9.8_diplomatic,5.10.1_council,5.10.2_commission,5.10.3_consular_commission,5.10.4_subcommission,5.10.5_committee,5.10.6_subcommittee,5.10.7_panel_of_experts,5.10.8_UN_field,5.10.9_SC,5.10.10_president_of_SC,5.10.11_SG,5.10.12_other_UN,5.10.13_other_int_org,5.10.14_state,5.10.15_fact_finding_mission,5.10.16_monitoring_mech_old_new,5.10.17_monitoring_mech_dummy,5.11_SG_report_request,5.12.1_UN_organ,5.12.2_member_state,5.12.3_all_states,5.12.4_regional_org,5.12.5_multilateral_peace_force,5.13_sunset_clause,8.1.1_short_term_final,8.1.2_medium_term_final,8.2.1_short_term_coder_1,8.2.2_medium_term_coder_1,8.3.1_short_term_coder_2,8.3.2_medium_term_coder_2
1145.0201,1145,2,12/19/97,reiterates the continuing obligation of Croatia under the Basic Agreement to respect the highest standards of human rights and fundamental freedoms and to promote an atmosphere of confidence among local residents regardless of ethnic origin as well as its continuing obligations under international conventions and other agreements in this regard,0,0,1,0,1,AH,CK,CM,Croatia,Croatia,1997,2,12,8/1/90,11/12/95,2697,-768,1,1,2,0,950,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,3,2,2,3787,27,0,0,CAN,6,9/10/91,2292,1,1,18,0,1,1,1,BEL FRN GMY ITA JPN POR RUS SWD UKG USA,7,0,0,0,0,0,0,0,15,0,0,reiterates the continuing obligation,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,2,2,2,2,2,2
1120.0601,1120,6,7/14/97,cooperate fully with the International Tribunal for the Former Yugoslavia,1,1,1,0,1,AH,CK,CM,Croatia,Croatia,1997,2,12,8/1/90,11/12/95,2539,-610,1,1,2,0,950,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,2,3787,27,0,0,CAN,6,9/10/91,2134,1,1,17,1,1,1,1,BEL FRN GMY ITA JPN POR RUS SWD UKG USA,7,0,0,0,0,0,0,0,15,0,0,reiterates its previous calls,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,2,2,2,2,2,1
1145.1101,1145,11,12/19/97,cooperate fully with the International Tribunal for the Former Yugoslavia,1,1,1,0,1,AH,CK,CM,Croatia,Croatia,1997,2,12,8/1/90,11/12/95,2697,-768,1,1,2,0,950,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,3,2,2,3787,27,0,0,CAN,6,9/10/91,2292,1,1,18,2,1,1,1,BEL FRN GMY ITA JPN POR RUS SWD UKG USA,7,0,0,0,0,0,0,0,15,0,0,reiterates its previous call,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,2,2,2,2,2,2
1120.0101,1120,1,7/14/97,cooperate fully with UNTAES and other international bodies; fulfill all obligations and commitments specified in the Basic Agreement and all relevant UNSC resolutions as well as in Croatia's letter S/1997/27,0,0,1,0,1,AH,CK,CM,Croatia,Croatia,1997,2,12,8/1/90,11/12/95,2539,-610,1,1,2,0,950,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,2,3787,27,0,0,CAN,6,9/10/91,2134,1,1,17,0,1,1,1,BEL FRN GMY ITA JPN POR RUS SWD UKG USA,7,0,0,0,0,0,0,0,15,0,0,calls upon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,0,0,1,0,0,1,5,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,2,2,2,2,2
993.0801,993,8,5/12/95,improve cooperation with UNOMIG and the CIS peace-keeping force in order to provide a secure environment for the return of refugees and displaced persons and also honor commitments with regard to the security and freedom of movement of all UN and CIS personnel,0,0,1,1,1,JG,RG,DS,Georgia,Georgia,1995,1,9,7/14/92,12/1/93,1032,-527,1,1,2,0,2450,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,4,2,0,21,0,5500,GRG,1,10/6/92,948,1,1,12,4,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,Calls Upon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,2,2,2,2,2
888.0801,888,8,11/30/93,Ensure observation of the police and public security provisions of the Peace Accords and necessary steps are taken to complete the recovery of all weapons held by private individuals.,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1993,2,15,1/10/81,12/31/91,4707,-700,1,1,2,0,6500,0,0,0,0,0,0,3,0,3,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,380,0,0,NIC,2,3/25/82,4268,1,1,17,0,0,1,1,1,1,0,0,0,0,0,0,0,15,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,3,2,2,2,3
888.1001,888,10,11/30/93,Full and timely implementation of the recommendations of the Commision on the Truth.,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1993,2,15,1/10/81,12/31/91,4707,-700,1,1,2,0,6500,0,0,0,0,0,0,3,0,3,0,0,1,1,3,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,380,0,0,NIC,2,3/25/82,4268,1,1,17,0,0,1,1,1,1,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,2,2,3,2,2
971.0501,971,5,1/12/95,comply with commitments with regard to the return of refugees and displaced persons as undertaken in the Quadripartite Agreement (Abkhaz side in particular called upon to accelerate the process significantly) ,0,0,1,1,1,JG,RG,DS,Georgia,Georgia,1995,1,9,7/14/92,12/1/93,912,-407,1,1,2,0,2450,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,4,2,0,21,0,5500,GRG,1,10/6/92,828,1,1,11,1,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,Calls Upon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,1,2,2,2,1
971.0502,971,5,1/12/95,accelerate the process [the return of refugees and displaced persons as undertaken in the Quadripartite Agreement] significantly) ,0,0,1,1,1,JG,RG,DS,Georgia,Georgia,1995,1,9,7/14/92,12/1/93,912,-407,1,1,2,0,2450,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,4,2,0,21,0,5500,GRG,1,10/6/92,828,1,1,11,1,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,in particular calls upon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,1,2,1,2,1
832.0601,832,6,5/27/93,Respect and implement all the commitments under the peace accords.,1,1,1,1,1,RoG,FC,DV,El Salvador,Central America,1993,2,15,1/10/81,12/31/91,4520,-513,1,1,2,0,6500,0,0,0,0,0,0,3,0,3,0,0,1,1,3,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,291,0,0,NIC,2,3/25/82,4081,1,1,16,0,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,3,2,2,2,3
791.0601,791,6,11/30/92,Cooperate fully with the SG Special Representative and ONUSAL.,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1992,2,15,1/10/81,12/31/91,4342,-335,1,1,2,0,6500,0,0,0,0,0,3,3,3,3,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,291,0,0,NIC,2,3/25/82,3903,1,1,15,0,1,0,1,1,1,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,2,3,2,2,3
1079.0201,1079,2,11/15/96,cooperate with UNTAES in creating the conditions and taking the other steps necessary for holding local elections in the Region in accordance with the Basic Agreement the organization of which is the responsibility of UNTAES,0,0,1,1,1,AH,CK,CM,Croatia,Croatia,1996,2,12,8/1/90,11/12/95,2298,-369,1,1,2,0,950,0,0,0,0,0,0,5,0,5,0,0,1,1,2,1,2,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,4,2,5519,28,0,0,CAN,6,9/10/91,1893,1,1,15,0,0,1,1,1,1,0,0,0,0,0,0,0,15,0,0,calls upon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,2,3,2,2,2
888.0401,888,4,11/30/93,Make determined efforts to prevent political violence and accelerate compliance w/commitments under Peace Accords.,1,1,1,1,1,RoG,FC,DV,El Salvador,Central America,1993,2,15,1/10/81,12/31/91,4707,-700,1,1,2,0,6500,0,0,0,0,0,0,3,0,3,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,380,0,0,NIC,2,3/25/82,4268,1,1,17,0,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,2,3,3,2,2
920.0601,920,6,5/26/94,Comply with the Agreement on a timetable for the implementation of the most important agreements pending.,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1994,2,15,1/10/81,12/31/91,4884,-877,1,1,2,0,6500,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,380,0,0,NIC,2,3/25/82,4445,1,1,18,0,0,1,1,1,1,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,3,3,3,2,3
920.1101,920,11,5/26/94,institute a full and timely implementation of the recommendations of the Commission on the Truth,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1994,2,15,1/10/81,12/31/91,4884,-877,1,1,2,0,6500,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,380,0,0,NIC,2,3/25/82,4445,1,1,18,0,0,1,1,1,1,0,0,0,0,0,0,0,15,0,0,Reaffirms the need,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,3,4,3,2,2
920.1001,920,10,5/26/94,accelerate reintegration programmes for ex-combatants of both sides in conformity with the timetable agreed by the parties,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1994,2,15,1/10/81,12/31/91,4884,-877,1,1,2,0,6500,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,380,0,0,NIC,2,3/25/82,4445,1,1,18,0,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,Stresses the need,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,2,4,3,2,2
832.0801,832,8,5/27/93,Cooperate w/the UNSG's Special Representative and ONUSAL in their task of assisting and verifying the parties' implementation of their commitments.  ,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1993,2,15,1/10/81,12/31/91,4520,-513,1,1,2,0,6500,0,0,0,0,0,0,3,0,3,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,291,0,0,NIC,2,3/25/82,4081,1,1,16,0,1,0,1,1,1,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,2,2,2,3,3
1120.1701,1120,17,7/14/97,cooperate fully with the OSCE mission to that end [full deployment by  January 1998],0,0,1,0,1,AH,CK,CM,Croatia,Croatia,1997,2,12,8/1/90,11/12/95,2539,-610,1,1,2,0,950,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,2,3787,27,0,0,CAN,6,9/10/91,2134,1,1,17,0,0,0,1,BEL FRN GMY ITA JPN POR RUS SWD UKG USA,7,0,0,0,0,0,0,0,15,0,0,urges,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,3,2,2,2,3,2
1120.1601,1120,16,7/14/97,initiate a country-wide public programme of national reconciliation; take all necessary steps for the official establishment of the Joint Council of Municipalities; fulfill all its obligations as specified in the various agreements signed with UNTAES,0,0,1,0,1,AH,CK,CM,Croatia,Croatia,1997,2,12,8/1/90,11/12/95,2539,-610,1,1,2,0,950,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,2,3787,27,0,0,CAN,6,9/10/91,2134,1,1,17,0,1,0,1,BEL FRN GMY ITA JPN POR RUS SWD UKG USA,7,0,0,0,0,0,0,0,15,0,0,calls upon,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,1,5,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,3,2,2,2,3,3
1145.0601,1145,6,12/19/97,encourages continued progress in this regard [improved performance of Croatia towards fulfilling its obligations including the adoption of a comprehensive programme of national reconciliation,0,0,1,0,1,AH,CK,CM,Croatia,Croatia,1997,2,12,8/1/90,11/12/95,2697,-768,1,1,2,0,950,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,3,2,2,3787,27,0,0,CAN,6,9/10/91,2292,1,1,18,0,0,0,1,BEL FRN GMY ITA JPN POR RUS SWD UKG USA,7,0,0,0,0,0,0,0,15,0,0,encourages,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,3,2,2,2,3,2
888.0601,888,6,11/30/93,Cooperate with an impartial independent and credible investigation into illegal armed groups.,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1993,2,15,1/10/81,12/31/91,4707,-700,1,1,2,0,6500,0,0,0,0,0,0,3,0,3,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,380,0,0,NIC,2,3/25/82,4268,1,1,17,0,0,0,1,1,1,0,0,0,0,0,0,0,15,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,3,2,3,3,3
961.0501,961,5,11/23/94,Redouble their efforts to comply with the Agreement on a timetable for the implementation of the most important agreements pending so as to complete implementation of all aspects of the Peace Accords.,0,0,1,1,1,RoG,FC,DV,El Salvador,Central America,1994,2,15,1/10/81,12/31/91,5065,-1058,1,1,2,0,6500,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,250,0,0,NIC,2,3/25/82,4626,1,1,19,0,1,1,1,COL MEX SPN USA VEN,7,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,3,2,2,3,3
991.0301,991,3,4/28/95,Accelerate the pace of implementation of the Peace Accords and to work together to achieve fulfiment of outstanding commitments.,1,1,1,1,1,RoG,FC,DV,El Salvador,Central America,1995,2,15,1/10/81,12/31/91,5221,-1214,1,1,2,0,6500,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,250,0,0,NIC,2,3/25/82,4782,1,1,20,0,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,3,3,2,3,3,4
729.0501,729,5,1/14/92,Respect and implement the commitments assumed under the agreements to be signed in Mexico City in January 1992.,1,1,1,1,1,RoG,FC,DV,El Salvador,Central America,1992,2,15,1/10/81,12/31/91,4021,-14,1,1,2,0,6500,0,0,0,0,0,3,3,3,3,0,0,1,1,3,3,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,NIC,2,3/25/82,3582,1,1,11,0,0,1,1,1,1,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,3,2,3,3,3
1079.0401,1079,4,11/15/96,avoid all actions which could lead to refugee movements,0,0,1,1,1,AH,CK,CM,Croatia,Croatia,1996,2,12,8/1/90,11/12/95,2298,-369,1,1,2,0,950,0,0,0,0,0,0,5,0,5,0,0,1,1,2,1,2,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,4,2,5519,28,0,0,CAN,6,9/10/91,1893,1,1,15,0,0,0,1,1,1,0,0,0,0,0,0,0,15,0,0,urges,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,3,3,3,3,3
937.0801,937,8,7/21/94,extend full support necessary protection and freedom of movement to UNOMIG in the performance of its mandate both within the zone of operations of the CIS peace-keeping force and in other relevant parts of the territory of the Republic of Georgia for it to fulfil its mandate and conclude a status of mission agreement with the Republic of Georgia and necessary arrangements with the Abkhaz authorities without delay,0,0,1,1,1,JG,RG,DS,Georgia,Georgia,1994,1,9,7/14/92,12/1/93,737,-232,1,1,2,0,2450,0,0,0,0,0,0,5,0,5,0,0,1,1,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,4,2,0,21,0,5500,GRG,1,10/6/92,653,1,1,10,4,1,0,1,FRN GMY RUS UKG USA,7,0,0,0,0,0,0,1,14,0,0,Calls Upon and Requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,3,3,3,3,3,3
